id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6223197,Home (3BR) Close to everything EAST Nashville,32272323,Jason,,District 5,36.18145,-86.75205,Entire home/apt,166,3,257,2024-09-01,2.29,1,83,16,
6225946,Musician's Abode - East Nashville,9012461,Geoff,,District 6,36.17033,-86.74345,Entire home/apt,177,1,354,2024-09-09,3.22,1,239,22,
6227141,Rollin On The River,32298087,Ruth,,District 7,36.2058,-86.69899,Entire home/apt,128,2,247,2024-09-15,2.20,1,144,25,
6227228,"2 Bedroom near City Center, Long Term Stays Only",6427723,Bryan And Alison,,District 6,36.16404,-86.75388,Entire home/apt,260,30,148,2023-07-23,1.31,1,178,0,
6235842,"Discount! Clean, Modern Five Points Apartment",96028937,David,,District 5,36.1781,-86.75508,Entire home/apt,173,2,513,2024-09-14,4.49,2,137,45,
6237779,Sun-drenched 2nd Fl Apt w/ Private Entrance,1539109,Mary,,District 5,36.18546,-86.77027,Entire home/apt,114,2,235,2024-09-16,2.08,1,169,20,
6238833,"Stylish Home, 2 Miles to Downtown Nash-Walkable",16805934,Rachael,,District 19,36.18077,-86.79361,Entire home/apt,291,2,120,2024-09-16,1.06,3,0,19,
6246236,Freedom Annex,7020921,Annaleigh,,District 20,36.15648,-86.87851,Entire home/apt,101,2,246,2024-08-25,2.18,1,347,7,
6247676,Dreamy Tiny House Cottage-Most Wish-listed in Tennessee,32440482,Jonathan & Rebecca,,District 17,36.1241,-86.75455,Entire home/apt,145,1,1102,2024-09-12,10.53,1,300,141,201605215
6299318,The Jackson,9596278,Jacob,,District 16,36.10375,-86.73443,Entire home/apt,155,1,699,2024-09-02,6.19,5,341,54,
6305488,Wyndham Nashville- 2 bdrm condo,30787515,Brooke,,District 15,36.21751,-86.70452,Entire home/apt,,2,8,2023-08-04,0.07,6,54,0,
6385486,Quaint Apt. 3 mi to DT & 1 mi to HillsboroVillage,11361200,Karen,,District 18,36.12696,-86.80653,Entire home/apt,93,1,544,2024-09-02,4.79,2,344,38,
6402811,Downtown Luxury House - Beautiful Outdoor Spaces,319913,Playlist,,District 19,36.17099,-86.79345,Entire home/apt,,2,42,2023-08-13,0.37,15,300,0,Nashville STRP# 201514839
6424881,River home in park like setting.,33524311,Linda,,District 7,36.22285,-86.70964,Private room,85,1,200,2024-06-16,1.77,3,337,5,
6434670,Private Room for One in Vandy area house!,9307116,Meredith,,District 18,36.13674,-86.81214,Private room,,1,123,2024-06-15,1.14,3,0,17,
6446261,Eclectic East Nashville Cottage,11376666,Nancy & Michael,,District 5,36.20205,-86.74255,Entire home/apt,149,3,405,2024-09-07,3.63,1,301,34,
6446687,Luxurious Downtown-2 bed 2 bath Corner 2M,24241984,Patsy,,District 19,36.1563,-86.76467,Entire home/apt,348,2,80,2024-08-29,0.74,14,280,11,
6453387,Luxury at Landmark,33700529,Tammi,,District 27,36.06974,-86.72326,Entire home/apt,153,30,94,2023-10-06,0.83,6,358,1,
6506269,The Highland House East Nashville!,34012010,Vanessa,,District 8,36.22347,-86.75872,Entire home/apt,104,3,280,2024-06-21,2.48,1,337,13,
6510181,"Convenient, Peaceful, and Pet-Friendly",19195893,Ashley,,District 26,36.07208,-86.75235,Entire home/apt,225,45,18,2019-04-06,0.16,1,346,0,
6512317,"Plenty of Space, Private Entrance",20743408,Deane,,District 4,36.01869,-86.72263,Entire home/apt,96,1,566,2024-09-15,5.02,1,352,36,
6560581,East Nashville Guesthouse with a Relaxed Style,22459665,Jon,,District 6,36.18296,-86.74295,Entire home/apt,106,2,557,2024-09-16,5.30,1,106,70,
5808960,"Luxurious Private Studio, 10 min to downtown",30139823,Jessica,,District 25,36.10244,-86.78596,Entire home/apt,129,1,470,2024-09-15,4.16,1,338,48,
5859347,Comfy home in East Nashville,13224315,Emma & David,,District 6,36.18069,-86.71638,Entire home/apt,220,3,148,2024-06-16,1.31,1,65,11,
5880314,East Nashville peaceful abode,6254287,Steph,,District 6,36.18469,-86.7307,Private room,98,30,466,2024-08-18,4.07,2,228,15,
5920152,"$4M - 9,000ft Belle Meade Estate w/ Pool",30745101,Marc,,District 23,36.11852,-86.85563,Entire home/apt,1264,3,178,2024-09-02,1.75,1,340,13,
5930642,Wyndham Nashville- 1 bdrm near Gaylord Palms,30787515,Brooke,,District 15,36.2176,-86.70294,Entire home/apt,,3,30,2019-09-02,0.26,6,83,0,
7206598,Historic East Nashville,35210049,Anis,,District 6,36.18127,-86.74675,Entire home/apt,,1,142,2023-11-12,1.65,1,0,6,
7221835,"The Swiftie: Sleeps 6, Pool, Views, Near Broadway",28196034,Dorinda,,District 19,36.17465,-86.78194,Entire home/apt,218,2,320,2024-09-08,2.90,23,152,41,
7291013,Bedroom & bathroom in shared East Nashville home,2765736,Lori,,District 8,36.22692,-86.73055,Private room,73,1,897,2024-09-13,8.15,1,212,102,
7307832,"Quiet, Comfy House - Sylvan Heights",25235552,Carolyn,,District 24,36.1517,-86.83161,Entire home/apt,70,30,78,2023-08-20,0.71,2,87,0,
7329327,Scenic Sunny Private Studio Apartment,38395169,Angel (Jozella),,District 8,36.26438,-86.73201,Entire home/apt,67,30,155,2024-01-15,1.65,1,176,2,
7360288,Quiet Guesthouse on the edge of downtown Nashville,858468,Greg And Stephanie,,District 24,36.15089,-86.83676,Entire home/apt,101,1,556,2024-09-05,5.01,1,143,65,
7367968,Luxe 3 BR Stunner - Sleeps 10,34695981,Topher,,District 17,36.13817,-86.77228,Entire home/apt,250,2,241,2024-08-02,2.19,2,330,17,
7380837,5* Cutie has it all!,38664462,Ann,,District 15,36.17192,-86.66714,Entire home/apt,151,3,293,2024-09-02,2.67,1,330,27,
7383966,"Licensed! 5min downtown, Spacious  4 bdrm 3.5bath",33933214,Kevin,,District 5,36.19071,-86.77257,Entire home/apt,385,2,159,2024-08-11,1.46,1,320,23,
7399827,Deck and king beds 1 mile to downtown free parking,21895643,Deidre,,District 17,36.13843,-86.78669,Entire home/apt,189,2,468,2024-09-02,4.43,6,328,42,
7419176,2-Floor 2-Car 3-Bed Lg-Tm Townhome Sleeps Up to 12,6136502,Cory,,District 4,36.03769,-86.74491,Entire home/apt,110,30,4,2021-08-19,0.04,1,173,0,
7474432,The Donelson Suite - Opryland,39146220,Kyle,,District 15,36.17788,-86.68309,Private room,50,1,302,2024-09-05,2.76,1,7,21,
7601469,Downtown & East Nashville Bungalow,39861993,Anthony Scott,,District 5,36.19109,-86.7708,Entire home/apt,,2,438,2024-08-21,3.96,5,0,25,
7604137,"Historic East Nashville Cottage, 4 Mi to Broadway",34013549,Angie,,District 6,36.18642,-86.72942,Entire home/apt,296,2,31,2023-07-31,0.30,6,324,0,
7608787,Poplar Hollow Farmhouse,26945569,Pam,,District 35,36.05468,-86.97141,Entire home/apt,200,2,255,2024-08-29,2.29,2,298,35,
7622494,Mediterranean Oasis and Heated Pool,34013549,Angie,,District 17,36.12805,-86.78655,Entire home/apt,1888,2,5,2024-08-10,0.05,6,364,1,
7665393,Long Term/Artsy Cozy Bedroom ONE PERSON,11044654,Lilian,,District 29,36.07787,-86.63751,Private room,36,30,156,2024-04-30,1.40,1,361,1,
7680228,Private basement apartment winter special!,40229785,Leslie,,District 13,36.14532,-86.63497,Entire home/apt,39,30,89,2021-09-30,0.81,2,75,0,
7688877,Apartment walking distance to Vandy!,40380908,Tiara,,District 24,36.13967,-86.82578,Entire home/apt,69,30,136,2023-10-18,1.24,1,151,1,
7692199,Charming 12 South Studio,3530837,Amy,,District 18,36.12643,-86.79299,Entire home/apt,135,2,292,2024-08-21,2.64,1,69,25,
7732118,"Whooping Crane Farm, 12 min. from Nashville",7555756,Ellen,,District 1,36.17305,-86.93106,Entire home/apt,285,2,95,2024-06-20,0.94,1,229,2,
7735723,Beautiful Riverfront Condo near Heart of Downtown,40655596,Keny And Sarah,,District 19,36.17028,-86.7775,Entire home/apt,182,3,462,2024-08-08,4.18,2,56,48,
7759892,Stylish 1BR in historic Music Row!,40803056,Edie,,District 19,36.14909,-86.7938,Entire home/apt,150,2,295,2024-09-02,2.68,5,8,17,
7761551,City Escape - 2B & 2.5 BA @ WeHo,26113301,Silvia,,District 17,36.13686,-86.76609,Entire home/apt,322,3,215,2024-09-02,1.98,2,31,11,
7771795,Charming Sylvan Park Private Guest Suite w Parking,4185313,Lauren,,District 24,36.14822,-86.83821,Entire home/apt,104,1,591,2024-08-25,5.40,3,139,81,
7799836,Charming Tudor w/ Parking for 2 near Downtown,7073590,Brigitte,,District 6,36.1766,-86.743,Entire home/apt,225,1,370,2024-09-03,3.37,25,317,74,
7805346,The Robertson -  Fab Urban Country,9596278,Jacob,,District 20,36.15647,-86.86794,Entire home/apt,142,1,634,2024-08-26,5.73,5,335,33,
7823039,Music Row Cottage,40995602,Rumi,,District 17,36.13771,-86.79408,Entire home/apt,229,3,163,2024-09-02,1.54,1,317,21,
7837790,Polished Rooftop Loft near Downtown,34273856,Kenneth,,District 17,36.1492,-86.76625,Entire home/apt,130,2,214,2024-08-31,1.94,2,163,28,
7860065,Sunshine Daydream Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.1655,-86.6828,Entire home/apt,106,2,482,2024-09-07,4.36,2,146,46,
7868621,The Nashville Way,41469573,Cheryl,,District 1,36.22489,-86.83074,Entire home/apt,,2,14,2023-07-30,0.13,1,365,0,
7899142,Modern Loft At 5 Points Walkable!,584791,Drew & Brittany,,District 6,36.17529,-86.74597,Entire home/apt,105,2,496,2024-09-15,4.85,1,327,55,
7899983,Downtown Condo on the River! Walk to Broadway!,41653950,Yana And Jon,,District 19,36.1739,-86.78088,Entire home/apt,149,2,375,2024-09-16,3.64,1,306,42,
7914730,6 Minutes frm Downtown. Family Style 4 bdrm home.,20375611,LaTamara,,District 2,36.20918,-86.79041,Entire home/apt,218,2,89,2024-08-12,0.82,1,267,10,
7922612,Cute and comfy in East Nashville!,16715778,Kristi,,District 5,36.18009,-86.75848,Entire home/apt,108,2,333,2024-08-25,3.05,1,230,32,
7967170,Cozy 1BR Near Vanderbilt & Belmont Universities,6855810,UrbanNashville,,District 18,36.13031768798828,-86.80770111083984,Entire home/apt,80,30,60,2024-05-26,0.55,115,199,3,
7984939,"NEW Monthly Discount!
Vandy/Hillsboro/Belmont
Area",2347991,Mary (And Joe),,District 18,36.12861,-86.80127,Entire home/apt,109,5,313,2024-08-31,2.86,1,144,26,
8017261,The Cozy Yellow Room at Bungalow Potter's,5478418,Stæven,,District 8,36.21517,-86.73259,Private room,,2,148,2024-09-15,1.37,3,90,9,
8035818,Hip Hillsboro II /12south/Belmont,457460890,Chloe,,District 18,36.11972,-86.79854,Entire home/apt,146,1,693,2024-09-08,6.39,11,296,63,
8035950,Hip Hillsboro/12south/Belmont,457460890,Chloe,,District 18,36.11972,-86.79854,Entire home/apt,182,1,819,2024-09-16,7.50,11,339,66,
8049698,*4 Bed * 2 Bath! 2 mi. to DOWNTOWn!,23940018,Jillian,,District 21,36.15605,-86.82202,Entire home/apt,207,2,41,2024-06-11,0.37,1,30,1,
8086958,Cozy Cabana in East Nashville with EV Charging,42705322,Christi,,District 6,36.19349,-86.74374,Entire home/apt,95,2,255,2024-09-11,2.37,1,60,54,
8161882,Cozy Room for One in the Heart of Nashville,9307116,Meredith,,District 18,36.1359,-86.81245,Private room,,2,80,2024-06-16,0.82,3,0,8,
8188686,Gorgeous Gulch home with skyline views!,43193876,Lilly,,District 19,36.14859,-86.78579,Entire home/apt,,2,89,2024-09-15,0.82,1,309,9,
8218822,East Near 5 Points. Vintage Curation. Pet Friendly,190175,Fairlight,,District 6,36.17174,-86.75174,Entire home/apt,333,1,214,2024-06-09,2.17,1,260,11,
8239061,Hillsboro Village Budget Family Home,6855810,UrbanNashville,,District 18,36.13174057006836,-86.80770111083984,Entire home/apt,130,2,233,2024-09-01,2.16,115,141,27,201514531
8240987,Pool Cottage on Urban Farm!,890314,Tiffany,,District 26,36.05043,-86.76082,Entire home/apt,120,30,33,2023-05-01,0.31,2,330,0,
8271426,Modern comfort in 12 South.  Walk to  Belmont U,27181078,Karen,,District 17,36.12852,-86.7883,Entire home/apt,291,1,255,2024-09-08,2.33,1,241,35,
8385922,"Location! Lake, Downtown & Airport",32275188,Terri,,District 13,36.12972,-86.63917,Entire home/apt,156,3,324,2024-07-06,2.99,2,333,27,
8410601,Airpt/Opry/Downtown Just Mins Away!,11800752,James,,District 15,36.19772,-86.68264,Entire home/apt,269,2,130,2024-03-04,1.21,2,81,8,
8457305,Downtown Historic Loft w/River Views - Unit 5,44450435,Shannon,,District 19,36.16359,-86.7756,Entire home/apt,,1,28,2024-05-10,0.31,8,340,7,
8497631,Head to the Grand Ole Opry from a Relaxing Garden Apartment,5118056,Leah & Mary,,District 15,36.17688,-86.6883,Entire home/apt,99,2,536,2024-09-04,4.97,1,311,41,
8523966,Feel at home in Music City,44883038,David,,District 23,36.08681,-86.88386,Entire home/apt,184,1,29,2017-09-17,0.27,1,63,0,
8542398,Artsy Full Apt 15 min from Downtown,44972119,Ben And Kassie,,District 30,36.07776,-86.7109,Entire home/apt,94,1,355,2024-08-26,3.28,1,304,34,
8547609,Welcome to Lockeland Springs!  Hideaway apartment,44996221,Jana,,District 6,36.17673110961914,-86.7452163696289,Entire home/apt,126,1,629,2024-08-30,6.01,1,142,79,
8608294,Modern 4BR/3BA House Min frm Downtown w/ Hot Tub,648993,Michael,,District 5,36.20013,-86.76776,Entire home/apt,,1,84,2023-07-17,0.80,2,303,0,
8690505,*Large Homes near Broadway*Nashville's Finest*,17145199,Brad,,District 5,36.19228,-86.75877,Entire home/apt,,1,154,2024-08-18,1.43,16,314,25,
8700154,Sun Soaked Apt in East Nashville,2450192,Abigail,,District 8,36.23525,-86.72872,Entire home/apt,,30,0,,,2,0,0,
8718178,"Affordable extended stay rooms, open now!",22296,Diana,,District 14,36.15764,-86.60482,Private room,34,30,1,2017-08-02,0.01,8,365,0,
8734371,Armstrong Corset Lofts - 302,11556474,Vijay,,District 19,36.16363525390625,-86.78086853027344,Entire home/apt,,2,137,2024-05-03,1.26,10,255,7,
10549143,Large Home-Centrally Located! (by Vandy/Music Row),3632231,Hollis,,District 24,36.13347,-86.83346,Entire home/apt,289,2,81,2024-06-17,0.77,1,0,5,
10561858,Between Flatt & Scruggs,48902546,Joe & Lori,,District 8,36.25961,-86.72013,Entire home/apt,127,2,409,2024-08-25,3.97,2,294,58,
10565637,Cozy & Historic Tutor Apt in walkable neighborhood,54495872,Ryan,,District 7,36.20911,-86.72695,Entire home/apt,111,2,158,2024-09-02,3.61,1,138,35,
10617955,12 South-Walk to Bars+Coffee+Food+Shops+Belmont,48402361,Chip,,District 17,36.13164,-86.78226,Entire home/apt,,1,414,2024-08-19,3.97,1,78,29,
10862946,Bright and Beautiful Nashville Home,46723754,V.J.,,District 12,36.20568,-86.60122,Entire home/apt,155,2,259,2024-09-09,2.54,1,70,31,
10902213,Elegant 1BR in historic Music Row!,40803056,Edie,,District 19,36.14922,-86.79411,Entire home/apt,150,2,225,2024-08-18,2.14,5,9,17,
10904943,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.77834,Entire home/apt,,1,75,2024-06-10,0.74,18,257,2,
10905803,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.77834,Entire home/apt,,1,104,2024-07-04,1.00,18,243,6,
10906429,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.7783366,Entire home/apt,,1,73,2024-08-05,0.72,18,283,10,
10906882,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.77834,Entire home/apt,,1,92,2024-09-02,0.89,18,307,4,
10907204,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.77834,Entire home/apt,,1,77,2024-09-16,0.75,18,284,12,
10907474,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.7783366,Entire home/apt,,1,57,2024-05-20,0.56,18,268,3,
10907863,Walk to Broadway! Sleeps 2 people,54294225,Music City Loft,,District 19,36.16279,-86.77896,Entire home/apt,444,1,100,2024-08-29,0.97,18,280,21,
10908056,Walk to Broadway! Sleeps 2 people,54294225,Music City Loft,,District 19,36.16343,-86.77834,Entire home/apt,328,1,85,2023-10-22,0.81,18,294,1,
10908681,Walk to Broadway! Sleeps 2 people,54294225,Music City Loft,,District 19,36.16343,-86.7783366,Entire home/apt,380,1,56,2024-06-29,0.54,18,269,4,
10908989,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.7783366,Entire home/apt,,1,77,2024-08-04,0.79,18,295,8,
10909222,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.77834,Entire home/apt,,1,74,2024-09-11,0.71,18,271,5,
10909378,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16461,-86.77811,Entire home/apt,,1,84,2024-09-16,0.81,18,308,1,
10909635,"Walk to Broadway! 2 bedrooms, 2 bathrooms",54294225,Music City Loft,,District 19,36.16343,-86.77834,Entire home/apt,,1,66,2024-06-26,0.64,18,283,6,
10909755,Walk to Broadway! Sleeps 2 people,54294225,Music City Loft,,District 19,36.16343,-86.7783366,Entire home/apt,391,1,94,2024-09-13,0.93,18,265,10,
10909867,Walk to Broadway! Sleeps 2 people,54294225,Music City Loft,,District 19,36.16399,-86.7787,Entire home/apt,374,1,54,2024-07-28,0.53,18,300,5,
10959694,Musician's Haven 7 miles to DT - free parking,56606146,Terje,,District 13,36.1084,-86.70344,Entire home/apt,275,4,35,2024-08-05,0.39,2,208,6,
10960823,Noteworthy by Opryland No Stairs. Fast Wi-Fi,34704350,Tammy,,District 15,36.21603,-86.68502,Entire home/apt,109,3,204,2024-09-01,1.95,1,134,26,
10985505,Spacious and Private Studio Basement,51940673,Lowell,,District 30,36.06446,-86.6935,Entire home/apt,130,1,450,2024-09-15,4.45,1,73,64,
10985810,The Stewart House in 12th South - Entire House,15586733,Neal,,District 18,36.12731,-86.79322,Entire home/apt,257,1,150,2024-09-02,1.44,19,323,8,
11007461,Southern Delight near Lipscomb Belmont Vanderbilt,57061644,Lisa,,District 25,36.10504,-86.80138,Entire home/apt,,1,311,2024-08-14,2.97,1,0,4,
11024062,HUGE Ultra Luxe Home w/ 12 beds near Downtown,57207942,Jaison,,District 5,36.20129,-86.75929,Entire home/apt,,2,182,2024-09-02,1.80,2,311,29,
11048972,East Nashville Retro Living!,17062728,James Austin,,District 7,36.21076,-86.72752,Entire home/apt,101,2,354,2024-09-08,3.44,1,2,13,
11074483,Enjoy Nature at a Secluded Cabin near Nashville #2018038413,4359004,Blake,,District 10,36.33753,-86.75657,Entire home/apt,221,1,453,2024-08-25,5.94,1,125,65,
11079846,12 South Original - Restored craftsman from 1905!,42211078,Stuart,,District 17,36.12359,-86.7898,Entire home/apt,113,1,642,2024-09-13,6.40,1,105,77,
11108095,"12South Treehouse 
2BR near Downtown Nashville",5459728,Robin,,District 25,36.11552,-86.78114,Entire home/apt,165,3,205,2024-08-18,2.13,1,329,23,
11134493,Easy East Nashville Life,22066344,Katie,,District 6,36.17541,-86.74726,Entire home/apt,351,2,166,2024-07-24,1.59,4,155,22,
11154883,Award Winning Historic Home 6 mins Downtown/Bdway,10734404,Sherein,,District 5,36.18865,-86.76823,Entire home/apt,298,1,296,2024-09-16,2.91,1,188,57,
11159013,The Nashville Nifty-now with kitchenette!,53233566,Patricia,,District 7,36.20751,-86.70995,Entire home/apt,79,2,568,2024-09-16,5.58,1,220,85,201618894
11167415,Rivergate Ranch,35721750,Dale And Patricia,,District 10,36.30407,-86.68385,Entire home/apt,,2,428,2023-10-26,4.11,1,0,3,
11186757,"Pool, Downtown, Walk to Honky Tonks, King Bed",55410380,Kimberly,,District 19,36.17236,-86.78042,Entire home/apt,172,2,244,2024-09-16,2.40,2,134,60,
11243563,"Cozy Home, Parks, Grocery, West End",14761047,John,,District 24,36.12254,-86.84318,Entire home/apt,92,30,51,2023-11-30,0.49,5,357,1,
11304096,"Country and nature - majestic views, convenience",55618658,Gary & Christina,,District 3,36.3471,-86.75796,Entire home/apt,139,1,119,2024-05-05,1.16,1,342,4,
11305104,City Views | 1.5mi Broadway | Gated Parking,34702065,Kelly,,District 5,36.1835,-86.77206,Entire home/apt,,2,402,2024-09-09,3.94,2,333,39,
11336505,The Peachtree House,15586733,Neal,,District 16,36.11969,-86.74779,Entire home/apt,151,1,244,2024-08-26,2.39,19,334,30,
11340340,Upstairs Loft overlooks LR non smoking only plz,812128,Patricia And John,,District 12,36.16293,-86.58664,Private room,35,31,9,2022-12-26,0.09,6,180,0,
11358238,Nashville’s Ultimate Getaway! Hot Tub! 3mi to DT,59497343,Jason,,District 5,36.18612289428711,-86.76495361328125,Entire home/apt,482,2,204,2024-08-04,2.00,1,244,13,
11387629,Cozy Eastside Loft - Walkable to Restaurants!,1445093,Andrew & Rachel,,District 5,36.18521,-86.77039,Entire home/apt,95,1,848,2024-09-13,8.31,20,312,111,
11438990,Free Night*Huge Home*Roof Deck*Close to Broadway,17145199,Brad,,District 5,36.19836,-86.7669,Entire home/apt,,1,122,2024-09-02,1.22,16,300,11,
